first_sign;second_sign;third_sign;fourth_sign;fifth_sign;sixth_sign;seventh_sign;eighth_sign;ninth_sign;tenth_sign;price_rub
58.57;4;55.92;1;1;2007;6.44;0;1;28;10069659
51.93;1;63.31;1;5;1956;7.26;1;0;15;6977706
60.01;3;59.8;0;22;1986;9.92;0;0;8;8795188
68.55;1;78.33;1;17;2023;1.11;1;1;12;11234998
80.15;5;90.55;1;26;2002;5.06;0;0;22;11787688
99.5;3;78.84;1;28;1978;3.41;0;1;10;13562671
78.29;2;55.96;1;18;1990;11.14;0;0;10;9831233
40.12;1;51.71;0;18;1984;4.83;0;1;25;7441586
59.02;2;40.15;1;9;2024;8.23;1;1;16;8984000
50.0;3;98.89;1;15;2010;11.6;1;1;27;9650444
22.05;2;101.81;0;7;1995;9.17;1;1;18;5879998
37.2;2;94.82;0;22;2008;5.3;1;1;7;7908530
68.0;3;33.35;1;2;2022;13.41;1;0;4;9754385
74.06;4;46.71;1;5;1959;7.39;0;1;29;10821950
48.31;3;34.7;0;7;2010;1.63;1;0;24;10840464
63.22;3;69.07;0;30;1987;9.4;1;1;15;9863319
35.62;1;96.19;0;9;1972;5.99;0;1;16;6374940
51.82;1;33.59;1;8;1958;9.5;0;1;21;8024602
75.31;3;53.92;0;5;1978;8.23;1;1;5;12110832
59.88;3;67.56;0;11;2017;12.63;0;0;29;8573307
22.21;1;85.52;0;22;1971;1.78;1;1;7;5545745
90.09;4;84.06;1;22;1957;3.0;0;0;26;13404891
94.11;5;72.11;0;4;2017;6.17;0;1;16;15742790
47.45;3;95.63;0;26;1998;8.69;1;0;18;7234265
73.17;3;69.64;0;15;2008;6.09;1;0;14;11207569
65.02;4;55.79;1;17;1976;9.65;1;1;1;11238006
38.97;4;52.84;0;4;1979;7.94;1;1;5;8794415
54.34;2;38.61;0;8;2000;19.51;0;1;26;7896881
86.19;3;10.0;1;14;2021;8.51;1;1;5;12519293
86.12;4;44.93;1;22;2010;1.8;0;1;8;14063620
64.89;5;64.95;0;7;1975;6.67;1;1;4;11332413
85.75;2;60.45;1;20;1982;3.59;1;1;20;11766645
54.32;1;28.27;0;26;1997;10.72;0;1;17;7518130
70.01;2;58.31;1;21;1989;10.13;1;0;20;9735387
70.71;4;91.37;1;8;2011;9.0;0;1;30;11206787
87.92;2;52.6;0;19;1973;14.0;0;1;2;10926997
56.83;2;57.69;1;7;1980;4.09;0;0;3;8516765
54.59;1;54.05;1;25;2012;0.02;1;0;12;9478511
65.91;3;56.98;1;16;1989;2.21;0;0;11;10533185
93.84;1;77.81;0;20;1953;7.81;1;1;13;11373911
42.24;3;43.24;1;25;1991;12.42;0;1;6;7939024
73.67;5;74.71;1;25;1970;10.46;1;1;4;12313311
46.94;1;70.44;1;3;2022;3.9;1;1;23;8696116
66.3;1;75.97;0;20;2012;7.03;1;1;8;10450513
68.01;2;49.67;1;9;2001;14.23;1;0;15;9257457
79.13;5;34.45;1;4;2010;3.65;0;0;6;12815845
26.02;5;50.37;0;4;1993;11.82;0;1;27;7412823
35.4;5;53.28;1;8;2003;4.14;1;1;17;10010544
40.78;4;62.52;1;8;1960;9.06;0;1;14;7705837
59.4;5;16.12;1;5;1972;12.43;0;1;1;11019125
43.23;4;64.43;1;11;1974;1.63;1;1;5;9627986
16.79;2;33.24;1;28;2002;7.97;1;1;5;6079627
45.86;4;77.84;1;24;1999;17.0;1;1;6;8341506
19.92;1;61.14;0;8;1965;8.25;1;1;15;5061062
29.06;5;63.22;0;30;2012;15.32;0;1;27;7654653
56.92;4;58.89;0;8;1998;4.32;1;0;23;10488947
60.09;3;97.37;1;6;2023;8.79;1;1;27;10587203
42.11;1;81.25;1;1;1999;13.46;0;1;26;6639716
62.11;2;33.56;1;29;2024;8.27;0;1;29;8731714
71.53;2;73.96;0;13;1972;12.57;1;0;6;8440431
86.09;4;50.93;0;5;1983;8.63;1;1;25;13083223
54.6;4;49.96;1;10;1970;1.82;1;0;22;9939475
70.37;4;46.83;1;11;2000;7.77;0;0;27;10725681
35.83;3;93.01;0;6;2016;13.28;0;1;1;7003328
15.0;1;65.14;0;13;1994;0.16;1;1;18;5853240
73.68;5;50.7;1;14;2018;4.42;1;1;27;13102533
70.97;5;53.5;0;26;1954;8.16;1;1;23;11399054
53.29;5;69.95;0;7;2000;12.48;0;1;2;11499563
28.74;1;49.93;1;27;1995;2.49;0;1;21;6985352
63.93;2;42.14;0;29;1981;10.12;0;0;2;8020929
47.75;2;31.25;1;25;2019;4.12;0;1;21;9206281
61.89;5;31.44;0;11;1994;6.36;1;0;26;10909969
57.82;1;74.48;1;15;2010;0.7;1;0;5;8468102
66.71;1;53.29;1;10;1959;15.57;1;1;13;7658929
71.9;1;10.0;0;19;2006;10.47;0;0;23;8918035
74.24;3;85.08;1;23;1981;1.56;1;0;7;10819433
40.51;3;78.06;0;10;1968;10.74;1;1;28;7519535
95.01;3;42.47;0;29;1992;7.25;1;1;3;12701863
31.82;2;57.46;1;22;1974;18.87;0;1;21;5766684
66.34;5;73.0;0;25;1967;8.42;1;1;13;11976606
74.23;3;18.18;1;27;2001;0.22;0;1;11;11617103
63.71;2;55.86;0;26;1971;4.53;0;0;23;8082050
120.05;3;50.31;0;28;2007;7.98;0;0;25;13905296
42.6;4;35.21;1;9;1977;6.77;1;0;14;8327890
70.1;2;43.31;1;30;2011;9.47;1;0;14;9282333
38.84;3;49.03;1;15;1965;8.3;0;1;22;7623268
72.77;3;24.79;1;11;2015;7.83;0;1;14;12318933
35.91;3;43.59;1;16;2000;7.13;0;1;11;8163430
74.56;4;108.83;0;26;1951;4.36;0;0;6;10916985
80.49;4;58.74;0;11;1985;5.87;0;0;17;12404576
68.65;5;64.99;0;6;2015;12.13;0;0;24;11353907
59.25;3;72.99;0;15;1997;10.11;1;0;15;9183147
32.59;2;60.76;0;11;1990;13.98;1;0;17;6015213
67.67;2;51.47;0;18;2017;7.64;1;0;25;9354817
58.51;5;79.7;0;28;1990;0.3;0;0;12;10345079
62.02;1;46.79;1;29;1968;14.02;1;1;5;8583769
31.15;3;53.24;1;18;1962;9.03;0;1;23;6651640
47.06;4;42.19;0;20;2017;10.2;0;1;11;9993097
61.1;1;59.1;1;11;1958;6.45;0;1;1;8584082
49.38;3;82.33;1;26;2022;11.05;1;1;4;9295508
53.88;5;74.32;0;5;2010;9.27;0;1;27;11229842
43.43;3;66.29;0;7;1988;9.35;0;0;23;7706477
79.41;4;53.29;0;7;1995;12.02;1;0;22;11510668
69.1;4;84.53;0;21;1986;9.39;1;0;12;10890317
80.76;5;83.62;1;7;1968;4.8;1;0;18;13037590
54.04;4;29.09;0;1;2021;10.58;0;0;18;9087061
66.32;3;46.12;1;15;1954;15.15;0;0;6;8831824
71.0;3;26.62;0;6;1982;10.11;0;1;4;11070586
37.96;1;34.4;0;24;2024;9.96;1;0;19;5835218
36.74;2;69.52;1;22;1995;6.3;1;1;2;7136408
21.24;5;43.27;1;7;2008;0.3;0;1;7;9141758
33.49;1;27.27;1;30;1975;0.67;0;0;20;6090022
59.41;5;103.05;1;9;1952;5.85;1;1;8;10948101
44.82;2;81.1;0;12;1967;17.17;0;0;23;6198439
45.48;1;44.71;0;26;1976;7.7;1;0;3;7038381
51.77;4;66.37;1;14;1997;13.67;0;0;18;8127418
78.15;2;50.57;1;12;1969;14.66;0;0;5;8879603
70.0;1;55.34;1;23;1981;11.49;1;0;15;9622960
15.0;5;40.44;1;9;1966;6.95;1;0;20;6067069
81.63;5;65.29;0;7;2001;6.16;0;0;14;12823506
51.02;4;45.68;0;5;2009;14.39;0;0;16;7812170
70.42;4;37.98;0;24;1999;8.79;0;1;20;11659716
40.67;3;82.33;0;26;1987;11.17;0;0;12;5765049
50.13;1;42.82;1;2;1986;4.1;0;1;29;8008022
78.06;2;65.21;0;5;2013;11.33;1;0;14;9837089
69.2;1;64.56;1;3;2024;13.96;1;1;30;9157277
61.72;5;39.01;0;12;1968;15.19;0;1;10;9904001
39.7;4;59.21;1;24;2008;11.42;1;1;19;7684738
84.3;2;67.44;0;19;1971;7.58;1;0;19;10900142
77.76;2;63.56;0;5;2019;8.42;1;1;4;10786035
30.99;2;46.75;1;18;2022;11.5;0;1;11;6731562
36.66;3;79.9;0;18;2015;7.2;1;0;8;8068776
67.03;1;38.96;0;7;1956;2.32;1;0;12;8953227
61.42;5;46.99;0;7;1971;10.14;0;0;2;10080225
60.35;1;50.93;0;7;1991;13.34;1;1;16;9071799
52.62;3;67.89;0;20;2007;4.59;0;1;11;8945560
40.82;3;64.98;0;6;2019;3.19;1;1;30;9537286
53.65;4;49.36;0;21;1964;2.25;1;1;6;11083824
38.36;1;74.66;1;5;1994;7.37;0;0;6;5591035
33.59;3;43.04;1;26;1950;14.77;1;1;22;5398616
66.55;1;87.72;0;13;1996;8.74;0;0;28;7913733
68.04;4;28.32;0;17;1979;10.78;1;1;19;11071799
53.57;3;49.27;0;5;2015;1.48;1;0;3;10018348
25.13;2;63.85;0;4;1984;11.18;0;0;14;4853097
66.37;5;94.25;0;24;1984;8.35;1;1;12;11928575
63.3;5;85.23;0;12;1962;4.04;0;0;4;11670656
35.27;2;52.89;1;4;1985;9.98;1;0;29;5879066
47.82;4;90.95;1;12;2002;14.84;0;1;17;8773217
67.65;1;59.27;0;8;2018;14.74;1;0;3;8661469
52.08;5;92.43;0;22;2001;19.33;0;1;2;9097870
114.96;5;88.67;0;9;2021;4.98;0;0;3;15427521
88.75;1;76.77;0;26;2014;7.43;1;1;6;11764510
74.37;2;52.83;0;25;1954;16.54;1;0;25;8162897
58.26;1;50.98;0;4;1974;3.73;1;1;13;8971203
53.36;5;77.35;1;2;1988;6.17;1;0;7;11075651
68.47;4;50.5;1;10;2006;4.69;0;1;17;12176481
70.57;2;50.86;0;14;1999;7.91;1;0;30;10733080
66.84;4;69.99;0;27;1995;9.2;0;0;16;10304010
70.96;1;30.55;1;15;2018;8.64;0;0;14;9585262
30.26;3;78.22;0;18;1967;6.91;0;0;27;5958561
54.08;3;94.08;0;5;2019;3.8;1;0;25;9695986
33.17;1;102.97;1;8;2017;7.57;0;1;10;6999941
76.16;1;38.39;1;15;1989;9.39;1;0;5;10056446
42.6;4;76.32;1;24;1962;10.82;1;1;20;8723546
61.81;4;61.02;0;30;1970;14.5;0;1;8;9654123
30.25;5;46.43;1;11;1978;5.54;1;0;25;7945406
64.04;3;70.56;0;22;1959;2.02;0;0;19;10077791
76.01;3;51.27;0;26;2015;6.78;1;1;25;11972625
91.9;5;55.43;1;27;1981;7.84;0;0;27;13024460
97.76;1;76.29;0;10;1999;9.14;1;1;18;13456169
69.16;2;45.73;1;29;1959;7.12;1;1;29;9578286
61.33;1;46.5;0;29;2020;10.63;0;0;19;7062032
45.16;2;39.81;0;9;1990;12.4;1;0;18;6923425
23.33;2;26.37;1;24;1980;6.05;1;1;16;6084753
83.36;1;91.48;0;19;1975;7.06;0;1;20;10688513
41.39;5;87.63;1;9;1977;11.19;0;1;30;9137878
47.92;3;84.81;0;2;1952;1.7;0;1;18;9808332
23.29;1;81.28;1;27;1975;15.64;0;1;25;3531162
15.0;3;89.04;1;30;2020;6.58;1;1;18;6569882
30.84;3;74.96;1;27;1978;8.5;1;1;8;6883907
76.49;1;69.84;0;3;1975;9.22;0;1;3;10176072
67.07;2;42.52;1;9;1979;18.21;1;1;20;8636664
69.86;2;56.75;1;2;1958;2.83;1;0;10;10130340
27.02;4;47.14;0;21;2012;5.9;1;1;24;8328749
63.87;4;66.35;1;26;1986;0.25;1;0;1;10240977
99.89;3;89.98;0;14;1968;4.76;1;1;18;13638360
56.55;4;47.46;1;21;2010;10.81;1;0;25;9366683
59.41;5;88.23;1;28;2002;7.31;1;0;16;11057470
63.81;2;81.03;0;25;1952;12.4;0;1;29;8327134
65.95;5;91.89;0;6;1961;11.61;0;1;14;10737073
43.83;1;35.47;0;21;1996;13.84;0;1;15;6709927
45.61;4;75.24;0;17;1989;4.54;1;1;18;9438577
29.99;5;54.0;1;6;1988;1.28;1;1;19;9917915
83.16;4;86.74;1;29;1957;6.37;1;0;23;11304345
15.0;5;64.89;1;24;2017;5.44;1;0;6;6732094
60.38;5;40.18;0;8;1951;13.23;0;0;28;9857080
74.95;3;46.04;1;18;2013;3.54;1;1;22;12623320
80.29;4;67.3;1;12;1953;12.92;0;1;26;11661452
21.1;3;78.56;0;11;2013;9.17;1;0;18;5578959
24.32;1;70.84;0;28;2018;6.65;0;0;17;5029976
15.0;3;30.48;1;29;1950;12.73;1;0;18;3714407
74.37;2;21.46;1;22;1986;5.31;0;1;10;10093864
49.62;2;63.73;1;30;1993;4.69;1;0;26;8591351
52.04;3;63.78;1;15;2019;3.63;0;1;30;10070719
80.22;2;89.19;0;30;1954;11.24;0;0;19;9289390
41.0;3;18.67;1;23;1991;16.23;1;1;17;7616644
49.5;5;52.56;0;8;1952;6.63;1;0;18;9613714
34.79;5;48.56;0;7;1981;7.81;1;0;28;8638192
49.35;2;64.26;1;25;1955;8.55;0;0;24;7322423
60.07;3;66.24;1;1;1968;9.54;1;0;14;9081152
40.39;4;45.73;0;3;1959;9.09;0;0;19;7239807
82.91;3;86.95;0;11;2014;16.4;0;1;22;11789131
98.52;2;67.87;1;27;1985;4.2;0;0;27;11530195
71.04;5;46.05;1;16;1973;0.37;1;0;29;11776481
65.53;5;44.54;0;30;1959;18.56;0;1;18;9091421
54.03;3;99.81;0;29;1958;3.24;0;1;2;9466833
78.4;5;56.82;0;9;2008;7.8;1;0;8;13531540
68.63;1;61.86;0;29;1991;4.99;1;0;15;8826039
57.37;2;51.84;1;5;1978;20.47;1;1;24;7469156
58.13;3;15.24;1;27;1972;5.16;0;1;30;8695559
60.08;4;42.69;1;17;1962;9.32;0;1;17;10259202
68.99;5;47.54;1;4;1955;2.97;1;1;9;11902276
70.41;5;68.48;1;16;1961;11.41;1;1;6;11575429
68.3;3;52.88;1;1;2013;9.86;1;0;26;9636780
64.16;3;66.3;0;5;2020;2.45;1;1;21;11439748
86.04;2;76.09;0;13;1992;9.35;0;0;16;10374900
61.62;4;52.02;1;2;1994;1.85;1;1;5;11238148
93.27;3;73.49;1;8;1965;1.01;0;0;25;12915583
63.1;1;58.67;0;20;1992;3.31;0;1;3;9891880
89.58;3;70.3;1;13;1980;7.52;1;1;30;13384986
54.84;1;72.66;0;7;1975;10.63;0;0;24;6982097
49.36;1;78.68;1;1;1962;4.95;0;0;8;6904488
74.65;5;51.71;1;20;1975;0.05;0;1;12;13043496
55.65;1;14.22;1;13;2017;12.18;1;0;23;7974805
90.95;1;49.7;1;20;1977;2.74;0;1;15;10955000
50.0;1;63.42;1;8;1967;9.62;0;1;28;8024356
44.43;4;61.13;1;5;1956;7.93;1;1;9;8445683
47.73;4;93.2;1;24;2012;17.49;1;0;2;8565765
30.54;1;41.05;1;2;1969;9.23;0;1;15;6018291
51.5;1;21.9;1;18;1962;4.75;0;0;30;7071788
41.88;5;74.14;0;26;1998;5.97;0;0;29;8662066
95.0;3;60.31;0;20;1972;3.92;1;1;19;13044259
56.36;2;49.78;1;6;1991;14.55;0;1;8;8248883
62.22;4;49.14;0;17;2024;4.29;1;1;18;11501486
36.77;3;69.94;0;28;2018;1.26;0;1;21;8883323
47.76;2;84.75;0;12;1975;19.71;0;0;7;6251998
57.4;4;75.37;0;23;2002;0.68;1;1;15;11994995
87.19;3;46.46;1;29;1950;15.08;1;1;16;10229254
53.47;1;59.28;1;7;1988;9.62;1;0;16;7398176
36.13;2;49.7;1;26;1968;11.33;0;0;18;5045913
91.21;5;51.98;0;14;1963;10.67;0;0;21;13220089
56.15;2;38.99;1;26;1957;11.31;1;0;8;7032685
43.8;3;24.86;1;1;2010;13.42;1;0;14;7226054
73.43;4;63.91;1;9;1994;12.34;0;1;6;11031893
88.94;5;59.88;1;20;1964;5.43;0;0;8;13193072
29.71;1;74.09;0;13;1982;2.45;1;1;28;5803078
33.05;5;67.0;1;23;1955;0.41;0;1;24;9581056
32.94;5;27.76;1;6;1956;15.09;0;1;7;7678573
59.6;3;68.25;0;26;1953;12.97;1;0;20;8458593
67.88;2;40.74;0;15;2002;2.0;1;0;6;9245476
86.3;5;55.26;1;11;1995;13.37;0;0;25;12678646
33.63;3;22.89;0;11;1964;14.69;1;0;17;6403055
45.75;3;30.94;0;16;2019;15.72;1;0;30;7589780
47.0;2;35.95;1;3;2006;4.62;1;0;18;7687968
68.28;1;24.95;0;9;2015;6.26;0;1;24;9764457
77.89;5;29.39;0;26;1992;8.02;0;1;6;12323737
26.62;5;37.52;0;21;1961;1.64;0;0;7;7913515
59.42;2;27.66;0;18;2022;10.8;1;0;17;8612792
64.6;2;57.45;1;4;1977;6.59;1;0;21;8467435
81.02;5;100.06;0;25;1973;7.18;1;0;22;11403576
72.0;5;44.98;1;10;1957;4.53;0;0;6;11563047
49.04;3;52.5;1;10;2019;5.42;0;0;18;8783693
39.85;5;41.88;1;17;1976;9.67;0;1;7;9115193
15.0;4;82.24;0;12;1998;1.1;1;0;3;7092581
74.45;3;40.49;0;6;1990;9.17;1;1;17;11905384
78.78;3;49.67;1;2;1957;8.99;0;0;20;10614922
51.81;4;62.16;1;25;1960;3.27;1;1;3;10217404
15.0;4;57.86;1;2;2024;6.5;0;1;1;7072059
25.2;5;48.08;0;7;1999;12.13;1;1;7;8023148
57.48;5;97.47;0;25;1988;10.31;0;1;2;10069696
53.83;4;69.36;1;19;1988;11.37;1;1;11;9844603
69.3;2;70.15;0;20;2017;4.49;1;1;28;11625839
66.06;3;92.5;1;20;2012;11.53;1;1;10;10367565
88.84;1;30.81;1;29;2015;16.44;0;0;9;9188494
67.89;1;51.97;1;15;1971;12.65;0;1;3;8741061
38.01;4;71.19;0;17;1956;13.73;1;1;23;6655514
98.09;1;57.96;0;28;2012;11.9;1;1;7;11189675
37.32;2;52.29;0;25;2014;6.02;1;0;27;7073953
37.85;3;88.73;1;27;1954;13.07;0;1;13;5739868
18.32;5;77.76;1;25;1974;6.87;0;1;2;6546611
68.53;2;38.17;0;23;1952;13.71;0;0;24;7647595
64.5;3;44.29;0;23;1998;6.45;0;1;13;11084721
78.75;2;77.48;0;30;1977;3.03;0;1;20;10465240
102.99;5;73.3;1;26;1956;12.88;1;1;24;13659714
62.57;5;58.41;0;23;2015;15.62;1;1;15;10777718
61.52;4;69.38;1;23;1981;12.37;0;1;10;10386093
53.0;4;68.95;1;7;2004;8.75;1;0;18;9470833
80.96;4;32.19;0;19;1971;3.62;1;1;11;13314677
54.81;3;30.63;0;19;1959;17.4;0;1;22;8108862
73.95;5;52.52;1;24;2023;16.15;0;1;17;11256239
62.82;5;83.97;1;26;1981;8.69;0;1;10;11177101
32.09;2;70.07;1;8;1998;4.37;1;1;19;6981471
71.06;3;61.38;0;28;1954;11.9;1;0;24;9788984
83.83;2;51.22;0;10;1975;5.18;1;1;26;12073815
79.86;3;54.25;0;17;2016;5.93;0;0;7;11417800
66.14;2;53.57;0;7;1986;3.47;1;0;12;10146648
70.25;1;64.6;0;6;1992;3.48;1;0;20;10646826
59.79;3;37.13;0;10;2017;3.79;1;0;8;10589331
55.35;2;15.08;0;6;1971;10.29;0;0;19;7420816
86.85;2;45.05;1;1;1991;7.3;1;0;28;10737533
81.34;2;42.72;1;12;1953;16.13;0;0;14;9388086
46.72;2;56.49;1;26;1996;6.04;1;0;8;7586543
56.02;2;60.26;0;26;1957;5.31;1;1;20;9127742
65.96;4;85.64;1;5;1968;2.33;0;0;19;10540216
63.34;1;56.14;0;17;2011;8.42;0;0;13;8921042
56.4;1;64.86;0;20;1983;12.94;0;1;10;7185414
72.28;2;59.61;0;2;1962;7.96;0;1;8;9836412
63.89;1;69.19;0;19;2017;2.57;0;1;11;10460575
74.52;4;50.28;0;9;1967;8.39;0;0;15;10874107
66.47;1;47.85;1;30;2000;8.8;0;0;15;7599792
72.22;1;79.36;0;22;2005;0.39;0;1;29;11041302
61.72;5;61.7;1;14;1983;8.19;0;0;4;10270491
42.73;4;75.94;0;19;1951;3.52;0;1;14;9199755
62.99;4;61.47;1;3;1962;1.13;1;0;19;11001353
51.69;1;73.04;1;14;1950;13.81;1;0;7;6829551
87.04;1;39.3;1;14;1956;2.74;1;0;23;10578770
65.29;5;68.27;1;20;1967;10.23;0;0;22;9906203
72.31;4;112.86;1;27;1978;7.32;1;0;24;11028545
63.97;5;53.2;1;27;2004;6.1;0;1;16;12094635
67.39;2;63.03;0;20;1970;13.84;0;0;14;7250971
68.72;2;54.61;0;29;2010;14.43;0;1;21;9258610
79.43;5;78.99;0;15;1980;1.16;0;0;3;13209323
82.95;1;90.64;0;23;2016;7.18;1;0;5;10570363
15.0;2;77.04;1;4;1967;16.78;1;1;5;5118439
43.72;1;56.75;1;19;1975;16.89;1;0;5;5872741
60.25;4;48.39;0;13;2011;16.27;1;1;30;9600150
58.58;5;62.97;0;11;2019;9.52;1;1;25;11564488
56.37;4;49.72;1;30;1980;19.28;0;0;14;7720264
59.89;3;64.39;0;21;1955;13.09;1;0;3;8320905
84.72;4;37.06;0;18;1996;7.07;1;0;14;12164663
21.64;4;61.11;1;13;1992;14.86;0;0;17;5637814
76.82;2;59.14;1;9;1958;9.48;1;1;15;10620854
63.79;1;96.29;1;19;1966;10.64;0;0;7;7455999
43.17;2;87.41;0;7;1982;0.97;1;1;27;8902821
102.85;3;88.2;0;25;2005;13.21;0;1;5;13291959
82.16;2;66.19;1;16;2014;19.34;0;1;2;10172982
59.38;3;58.02;0;25;1995;7.83;1;0;18;8720240
57.73;4;73.99;1;26;2014;8.13;1;0;10;9255644
60.96;4;68.5;1;27;2002;6.79;1;0;13;10086012
22.67;4;94.58;1;16;2022;6.54;1;0;27;6800663
88.62;2;71.14;1;4;1989;5.05;1;1;30;12852081
60.93;5;57.63;0;1;1967;9.1;0;0;12;9953006
54.67;5;37.24;0;2;2018;9.82;1;1;26;10968109
61.34;1;49.19;1;28;1969;8.62;0;1;21;8290441
43.48;3;31.46;1;23;1980;3.02;1;1;9;9339411
61.06;3;95.55;0;13;1984;7.59;0;1;8;10000008
75.1;3;41.26;1;15;1955;5.31;1;1;21;11467757
78.35;4;43.95;0;5;1975;13.35;1;0;17;11290246
60.96;1;57.42;0;11;1976;5.6;0;1;28;8566714
63.66;3;59.14;0;22;2015;0.87;0;1;25;11691407
53.02;3;44.54;0;17;1978;9.06;1;1;27;9499763
101.14;2;70.58;1;6;1951;11.58;0;0;25;11177992
42.45;5;71.58;0;29;1957;11.9;1;1;22;8908111
71.28;2;44.64;0;16;2018;3.42;1;0;27;10862801
61.19;4;27.67;1;19;1978;8.05;1;0;3;9937270
56.45;4;44.08;0;11;1979;5.26;0;1;26;10062154
35.03;5;78.32;1;10;2004;1.97;1;1;6;9468921
38.76;5;63.27;1;7;1967;2.53;0;0;18;8808541
78.72;5;95.14;0;7;2004;9.99;1;0;29;11870844
49.5;4;80.84;0;9;1972;9.11;1;1;22;9638456
42.89;5;10.0;0;6;1964;9.92;1;0;4;7708946
43.38;1;75.23;0;29;1994;5.43;1;1;1;8183156
57.15;2;84.41;0;20;1957;5.27;1;0;14;8773302
67.38;2;58.77;1;17;2016;9.65;0;1;27;9873941
52.73;4;86.48;0;4;1980;7.4;0;0;5;8940009
40.31;4;46.94;0;7;1975;7.71;0;1;14;8500937
97.95;3;45.01;0;29;1984;4.79;1;0;14;12465915
35.12;3;52.28;0;28;1953;0.86;1;1;21;8109235
50.59;2;67.39;0;16;2024;4.25;1;1;15;9064964
62.15;1;36.77;1;6;1983;2.69;0;0;6;8779339
19.47;5;99.51;1;26;1962;7.79;0;1;24;6853749
34.68;1;61.33;1;27;2003;14.43;1;0;3;5001448
59.09;5;73.88;1;8;1976;8.91;0;0;19;9311836
93.79;1;71.24;0;22;1958;18.25;0;0;2;8869926
32.3;4;41.6;0;13;2014;9.31;1;1;9;9026006
70.07;1;63.75;0;13;1980;11.91;1;1;7;9495913
58.58;3;59.66;0;11;1979;5.07;0;0;7;9773927
38.27;4;52.65;0;11;2012;9.47;0;0;8;7881020
43.14;2;76.24;1;27;1973;1.73;1;0;16;7440923
65.14;4;64.28;0;4;1951;4.77;0;1;22;10409293
35.43;2;97.12;1;25;2002;10.78;0;1;2;6882440
74.04;1;34.05;1;8;1971;5.64;1;0;24;9546831
56.84;2;67.08;1;9;1977;17.09;1;1;20;8105629
64.61;4;76.94;0;30;1983;7.91;1;1;14;10921918
53.54;5;71.38;1;28;1999;1.84;1;1;5;10611744
107.63;1;36.12;1;6;2014;4.81;1;0;25;13176491
24.36;3;35.44;0;5;1960;13.44;1;1;23;5766057
68.02;4;39.31;1;2;2005;8.99;0;0;14;10506936
70.91;3;82.15;0;17;1977;6.91;1;0;5;9848373
52.17;3;59.33;1;28;1953;1.3;0;0;3;8555353
44.46;5;39.74;1;28;1980;2.88;0;0;4;8862023
107.95;1;61.52;0;12;1980;11.05;1;1;29;12749507
82.82;1;74.16;0;9;2003;12.22;0;0;7;9369102
75.7;1;33.03;1;25;1956;8.43;0;1;3;9290008
40.23;2;40.84;1;2;1982;0.85;1;1;15;8248658
57.61;3;67.76;1;7;2013;4.55;0;0;2;10052668
92.61;4;74.78;1;26;1952;6.4;1;1;3;12252288
63.72;2;10.0;0;22;1978;10.48;0;1;4;9763486
64.9;3;84.52;0;30;2020;13.9;1;1;14;9367543
82.28;4;59.54;0;29;2011;5.64;1;1;25;13203161
74.27;4;107.3;0;18;1995;12.11;1;1;21;11822468
33.14;4;49.14;1;8;2014;0.93;0;1;29;9198916
66.16;3;10.4;1;25;1991;11.55;1;1;8;10860195
75.32;5;47.99;1;12;1974;12.42;1;0;21;11097042
75.39;3;63.68;1;27;1964;13.61;0;0;20;8793152
53.04;5;77.93;0;28;1960;10.65;1;0;23;9034540
57.66;5;87.58;0;10;1950;10.99;0;1;3;9973785
66.59;2;48.85;1;11;1981;9.88;0;1;21;9258938
59.14;5;33.44;0;18;1998;3.55;0;0;1;11190230
62.78;1;79.99;0;2;1972;9.11;0;1;20;8724620
58.26;1;43.81;1;3;2013;11.59;0;0;7;7416059
62.74;1;99.84;0;26;2018;19.75;1;0;15;7630762
68.28;4;49.67;1;8;1995;7.24;0;0;30;10746436
65.24;5;55.69;0;28;2022;11.34;0;0;22;10736678
50.11;2;28.15;1;10;2002;4.81;1;0;25;8145079
47.78;5;77.43;1;13;2009;8.3;0;0;12;9075165
67.28;1;86.72;0;23;2012;6.81;0;1;4;9737877
109.2;3;38.68;1;2;1983;9.81;0;0;3;12909931
43.07;3;77.09;1;19;1956;11.72;1;1;4;7697477
55.92;1;73.58;0;2;1970;8.72;0;0;16;6983557
35.69;4;61.21;0;11;2017;8.55;0;0;5;7636285
55.87;3;64.94;0;15;2018;2.08;1;0;8;9834904
47.23;5;50.4;1;10;1980;1.01;0;0;14;10359546
61.09;3;97.64;1;23;1985;1.09;1;1;12;10832723
69.02;1;89.59;0;8;1966;15.25;1;0;28;8227034
54.67;1;40.69;1;14;1988;12.24;1;0;11;6463953
50.72;2;54.8;0;18;1989;9.8;0;0;29;7601604
47.7;5;61.41;1;29;1988;3.12;1;0;3;10069606
57.0;2;84.47;1;15;1962;10.56;1;1;3;9485463
93.57;1;63.9;0;13;1983;16.99;1;1;26;11165090
72.75;4;57.39;1;25;2000;7.27;0;0;1;11015118
62.49;1;62.83;1;7;1977;13.58;1;1;17;9027610
50.49;5;88.28;1;16;1966;8.56;0;1;25;10408266
36.75;2;67.74;1;20;2022;8.1;0;0;26;6368383
66.54;4;73.72;1;29;1967;14.76;0;1;8;9927370
61.05;4;63.81;1;18;1975;1.91;1;1;4;11352188
41.52;5;48.04;1;14;1988;12.68;0;1;25;8098394
99.35;4;91.59;0;22;1957;11.35;1;0;13;12586287
67.71;3;79.49;1;11;2005;17.97;1;0;23;9198894
